Title,Rating,Oscars,Total Nominations and Awards,Director,Gross,MPAA Rating,Users Reviews Count,Critics Reviews Count,Ratings Number
It Follows (2014),6.8,Awards,25 wins & 43 nominations,David Robert Mitchell,"$21,947,454",R,1.1K,444,226K
Triangle (2009),6.9,Awards,1 win & 5 nominations,Christopher Smith,"$1,333,377",R,571,112,110K
Breakdown (1997),6.9,Awards,1 win & 2 nominations,Jonathan Mostow,"$50,159,144",R,297,103,53K
The Crucible (1996),6.8,Nominated for 2 Oscars,4 wins & 29 nominations total,Nicholas Hytner,"$7,343,114",PG-13,137,69,37K
Panic Room (2002),6.8,Awards,1 win & 9 nominations,David Fincher,"$197,079,546",R,947,233,271K
The Score (2001),6.8,Awards,1 win & 1 nomination,Frank Oz,"$114,252,154",R,481,120,126K
The Fog (1980),6.8,Awards,1 win & 3 nominations,John Carpenter,"$21,448,782",R,450,269,70K
Dead Calm (1989),6.8,Awards,5 wins & 6 nominations,Phillip Noyce,"$7,825,009",R,167,76,39K
Appaloosa (2008),6.7,Awards,4 wins,Ed Harris,"$27,712,362",R,234,192,60K
The Imaginarium of Doctor Parnassus (2009),6.8,Nominated for 2 Oscars,5 wins & 23 nominations total,Terry Gilliam,"$61,808,775",PG-13,262,291,147K
Stoker (2013),6.8,Awards,4 wins & 45 nominations,Park Chan-Wook,"$12,077,441",R,307,445,107K
The Babadook (2014),6.8,Awards,56 wins & 64 nominations,Jennifer Kent,"$10,507,563",Not Rated,1K,525,211K
Die Wand (2012),6.8,Awards,5 wins & 15 nominations,Julian Pölsler,"$3,889,260",Not Rated,44,78,6.3K
The Pledge (2001),6.8,Awards,1 win & 6 nominations,Sean Penn,"$29,419,291",R,605,130,56K
Boy Wonder (2010),6.8,Awards,7 wins,Michael Morrissey,Чyдный мальчик,R,50,38,9.1K
Housebound (2014),6.8,Awards,5 wins & 22 nominations,Gerard Johnstone,"$241,347",Not Rated,138,189,34K
Rendition (2007),6.8,Awards,3 nominations,Gavin Hood,"$27,066,382",R,217,130,55K
Con Air (1997),6.9,Nominated for 2 Oscars,7 wins & 11 nominations total,Simon West,"$224,012,234",R,436,129,288K
Final Destination (2000),6.7,Awards,3 wins & 5 nominations,James Wong,"$112,880,294",R,780,156,243K
The Mask of Zorro (1998),6.8,Nominated for 2 Oscars,9 wins & 18 nominations total,Martin Campbell,"$250,288,523",PG-13,364,123,177K
Police Academy (1984),6.7,Awards,1 nomination,Hugh Wilson,"$81,198,894",R,194,67,121K
May (2002),6.6,Awards,9 wins & 8 nominations,Lucky McKee,"$264,349",R,325,129,36K
In Time (2011),6.7,Awards,2 nominations,Andrew Niccol,"$173,930,596",PG-13,612,377,392K
Shoot 'Em Up (2007),6.6,Awards,3 nominations,Michael Davis,"$27,122,238",R,477,220,148K
Unfaithful (2002),6.7,Nominated for 1 Oscar,3 wins & 16 nominations total,Adrian Lyne,"$119,137,784",R,577,88,86K
The Ninth Gate (1999),6.7,Awards,2 wins & 5 nominations,Roman Polanski,"$58,401,898",R,759,107,175K
Marvin's Room (1996),6.7,Nominated for 1 Oscar,4 wins & 13 nominations total,Jerry Zaks,"$12,803,305",PG-13,83,48,27K
While You Were Sleeping (1995),6.7,Awards,4 wins & 5 nominations,Jon Turteltaub,"$182,057,016",PG,232,71,97K
F/X (1986),6.7,Awards,1 nomination,Robert Mandel,"$20,603,715",R,62,46,19K
The Call (2013),6.7,Awards,1 win & 11 nominations,Brad Anderson,"$68,572,631",R,387,292,118K
Child's Play (1988),6.6,Awards,2 wins & 4 nominations,Tom Holland,"$44,196,684",R,399,132,96K
Mimic (1997),6.0,Awards,3 wins & 8 nominations,Guillermo del Toro,"$25,480,803",R,193,147,49K
Vampires (1998),6.1,Awards,7 wins & 6 nominations,John Carpenter,"$20,308,772",R,453,171,57K
Mulholland Falls (1996),6.3,Awards,1 win & 1 nomination,Lee Tamahori,"$11,526,099",R,126,52,17K
Assassins (1995),6.3,Awards,1 win & 1 nomination,Richard Donner,"$30,303,072",R,113,75,81K
Double Jeopardy (1999),6.5,Awards,4 nominations,Bruce Beresford,"$177,841,558",R,411,90,83K
The Devil's Candy (2015),6.4,Awards,3 wins & 5 nominations,Sean Byrne,"$772,319",Not Rated,144,144,19K
The Raven (2012),6.4,Awards,5 nominations,James McTeigue,"$29,699,345",R,229,276,84K
Salt (2010),6.4,Nominated for 1 Oscar,4 wins & 16 nominations total,Phillip Noyce,"$293,503,354",PG-13,621,348,306K
Posse (1975),6.5,Awards,1 nomination,Kirk Douglas,Potera,PG,22,25,2.1K
Red Eye (2005),6.5,Awards,2 wins & 9 nominations,Wes Craven,"$96,258,201",PG-13,721,227,117K
Annabelle: Creation (2017),6.5,Awards,1 win & 8 nominations,David F. Sandberg,"$306,515,884",R,462,295,125K
Cellular (2004),6.5,Awards,2 nominations,David R. Ellis,"$57,678,321",PG-13,401,75,98K
The Man in the Iron Mask (1998),6.5,Awards,3 wins & 4 nominations,Randall Wallace,"$182,968,902",PG-13,280,91,162K
War of the Worlds (2005),6.5,Nominated for 3 Oscars,16 wins & 49 nominations total,Steven Spielberg,"$603,873,119",PG-13,2.9K,404,432K
Changing Lanes (2002),6.5,Awards,7 nominations,Roger Michell,"$94,935,764",R,371,150,70K
The Hand That Rocks the Cradle (1992),6.7,Awards,6 wins & 6 nominations,Curtis Hanson,"$88,036,683",R,146,49,42K
Ripley's Game (2002),6.6,Awards,3 nominations,Liliana Cavani,"$6,200,970",R,117,54,18K
The Weather Man (2005),6.5,Awards,3 nominations,Liliana Cavani,"$19,126,398",R,117,54,18K
The Englishman Who Went Up a Hill But Came Down a Mountain (1995),6.6,Awards,1 win & 1 nomination,Christopher Monger,"$10,904,930",PG,88,34,17K
Courage Under Fire (1996),6.6,Awards,9 wins & 7 nominations,Edward Zwick,"$100,860,818",R,123,74,53K
Romeo Is Bleeding (1993),6.6,Awards,2 nominations,Peter Medak,"$3,275,585",R,101,41,14K
Joy Ride (2001),6.6,Awards,5 nominations,John Dahl,"$36,642,838",R,372,161,67K
Tangled (2010),7.7,Nominated for 1 Oscar,10 wins & 41 nominations total,Nathan Greno,"$592,462,816",PG,534,346,427K
Green Book (2018),8.2,Won 3 Oscars,58 wins & 123 nominations total,Peter Farrelly,"$321,752,656",PG-13,1.6K,423,436K
Detour (2016),6.2,Awards,1 win & 2 nominations,Christopher Smith,"Jan 22, 2017",R,35,57,5.8K
Peppermint (2018),6.5,Awards,4 nominations,Pierre Morel,"$53,918,723",R,928,175,62K
Bonnie and Clyde (1967),7.8,Won 2 Oscars,23 wins & 30 nominations total,Arthur Penn,"$2,500,000 (estimated)",R,506,117,109K
Les frères Sisters (2018),6.9,Awards,13 wins & 24 nominations,Jacques Audiard,"$13,143,056",R,357,239,61K
It's a Wonderful Life (1946),8.6,Nominated for 5 Oscars,6 wins & 6 nominations total,Frank Capra,"$6,184,298",PG,1K,186,426K
Alexis Zorbas (1964),7.7,Won 3 Oscars,8 wins & 16 nominations total,Michael Cacoyannis,"$783,000 (estimated)",Not Rated,96,42,22K
Drishyam (2015),8.2,Awards,1 win & 2 nominations,Nishikant Kamat,"$9,400,000 (estimated)",Not Rated,279,41,78K
Dà hóng denglong gaogao guà (1991),8.1,Nominated for 1 Oscar,25 wins & 16 nominations total,Yimou Zhang,"$2,603,061",PG,126,49,31K
Chi bi (2008),7.4,Awards,14 wins & 44 nominations,John Woo,"$129,710,514",R,125,171,45K
Chi bi: Jue zhan tian xia (2009),7.6,Awards,8 wins & 19 nominations,John Woo,"$120,432,178",R,125,171,45K
Huo zhe (1994),8.3,Awards,7 wins & 8 nominations total,Yimou Zhang,"$2,332,728",Not Rated,100,30,17K
Solyaris (1972),8.1,Awards,5 wins & 4 nominations,Andrei Tarkovsky,"$135,289",PG,329,150,88K
L'ennemi public n°1 (2008),7.5,Awards,7 wins & 16 nominations,Jean-François Richet,"$321,353",R,39,118,29K
Gone with the Wind (1939),8.1,Won 10 Oscars,21 wins & 12 nominations total,Victor Fleming,1.77 : 1,Passed,932,203,303K
Joker (2019),8.4,Won 2 Oscars,119 wins & 238 nominations total,Todd Phillips,"$1,074,419,384",R,11.1K,746,1.1M
Don't Breathe (2016),7.1,Awards,7 wins & 21 nominations,Fede Alvarez,"$157,761,002",R,825,424,256K
Remember the Titans (2000),7.8,Awards,8 wins & 18 nominations,Boaz Yakin,"$136,771,683",PG,471,133,207K
Article 15 (2019),8.2,Awards,15 wins & 21 nominations,Anubhav Sinha,"$734,514",Not Rated,348,35,28K
3 Women (1977),7.8,Awards,3 wins & 5 nominations total,Robert Altman,"$1,500,000 (estimated)",PG,101,95,15K
Cargo (2017),6.3,Awards,1 win & 17 nominations,Ben Howling,"$56,385",TV-MA,356,120,41K
"Steamboat Bill, Jr. (1928)",7.9,Awards,3 wins & 3 nominations,Charles Reisner,Parobrod Bil mladji,Not Rated,96,71,14K
The Hateful Eight (2015),7.8,Won 1 Oscar,43 wins & 116 nominations total,Quentin Tarantino,"$156,480,177",R,1.5K,570,559K
Gisaengchung (2019),8.6,Won 4 Oscars,306 wins & 272 nominations total,Bong Joon Ho,"$258,668,626",R,3.3K,598,687K
Durante la tormenta (2018),7.4,Awards,2 nominations,Oriol Paulo,"$17,325,485",TV-MA,317,38,50K
Bakushû (1951),8.2,Awards,7 wins,Yasujirô Ozu,Early Summer,Not Rated,40,50,8.2K
Mission: Impossible - Fallout (2018),7.7,Awards,24 wins & 40 nominations total,Christopher McQuarrie,"$791,657,398",PG-13,1.7K,473,311K
Dark Shadows (2012),6.2,Awards,2 wins & 13 nominations,Tim Burton,"$245,527,149",PG-13,577,539,257K
Calibre (2018),6.8,Awards,2 wins & 7 nominations,Matt Palmer,Калибр,TV-MA,320,58,26K
Uncut Gems (2019),7.4,Awards,25 wins & 91 nominations,Benny Safdie,"$50,023,780",R,2.4K,311,251K
Miracolo a Milano (1951),7.7,Awards,4 wins & 3 nominations total,Vittorio De Sica,$435,Not Rated,23,47,7K
The Talented Mr. Ripley (1999),7.4,Nominated for 5 Oscars,10 wins & 81 nominations total,Anthony Minghella,"$128,799,509",R,779,181,199K
The Gentlemen (2019),7.8,Awards,1 win & 4 nominations,Guy Ritchie,"$115,171,795",R,1.5K,290,288K
The Ballad of Buster Scruggs (2018),7.3,Nominated for 3 Oscars,7 wins & 41 nominations total,Ethan Coen,Near Algodones,R,770,243,136K
Andhadhun (2018),8.2,Awards,27 wins & 25 nominations,Sriram Raghavan,"$62,475,342",Not Rated,901,35,85K
The Mask (1994),6.9,Nominated for 1 Oscar,6 wins & 21 nominations total,Chuck Russell,"$351,583,407",PG-13,327,79,366K
The Warriors (1979),7.6,Nominated for 1 Oscar,6 wins & 21 nominations total,Chuck Russell,"$22,490,471",PG-13,327,79,366K
Zombieland (2009),7.6,Awards,10 wins & 29 nominations,Ruben Fleischer,"$102,392,080",R,754,496,548K
Troy (2004),7.3,Nominated for 1 Oscar,5 wins & 23 nominations total,Wolfgang Petersen,"$497,409,852",R,1.8K,206,511K
Errementari (2017),6.4,Awards,4 wins & 2 nominations,Paul Urkijo Alijo,"$56,516",TV-MA,111,34,11K
Solomon Kane (2009),6.1,Awards,1 win & 1 nomination,M.J. Bassett,"$19,652,185",R,169,153,72K
Outlaw King (2018),6.9,Awards,2 nominations,David Mackenzie,"$120,000,000 (estimated)",R,483,127,67K
Hotel Transylvania (2012),7.1,Awards,2 wins & 15 nominations,Genndy Tartakovsky,"$358,375,603",PG,258,277,240K
Kari-gurashi no Arietti (2010),7.6,Awards,12 wins & 6 nominations,Hiromasa Yonebayashi,"$149,411,550",G,170,260,87K
Rupan sansei: Kariosutoro no shiro (1979),7.6,Awards,1 win & 1 nomination,Hayao Miyazaki,"$523,161",G,170,260,87K
The Equalizer (2014),7.2,Awards,1 win & 9 nominations,Antoine Fuqua,"$192,330,738",R,690,328,354K
La noche de 12 años (2018),7.5,Awards,47 wins & 31 nominations,Álvaro Brechner,"$825,391",TV-MA,35,82,9.5K
The Thirteenth Floor (1999),7.1,Awards,1 nomination,Josef Rusnak,"$18,564,088",R,344,102,70K
Django Unchained (2012),8.4,Won 2 Oscars,58 wins & 158 nominations total,Quentin Tarantino,"$426,074,373",R,1.7K,665,1.4M
Lethal Weapon (1987),7.6,Nominated for 1 Oscar,7 wins & 2 nominations total,Richard Donner,"$120,207,127",R,358,133,248K
Sen to Chihiro no kamikakushi (2001),8.6,Won 1 Oscar,58 wins & 31 nominations total,Hayao Miyazaki,"$355,705,804",PG,1.5K,210,704K
Midnight Run (1988),7.5,Awards,2 wins & 4 nominations,Martin Brest,"$81,613,606",R,304,97,83K
"Ruben Brandt, a gyujto (2018)",7.5,Awards,2 wins & 6 nominations,Milorad Krstic,"$587,993",R,39,62,7.3K
Angels & Demons (2009),6.7,Awards,1 win & 5 nominations,Ron Howard,"$485,930,816",PG-13,532,209,284K
Stardust (2007),7.6,Awards,5 wins & 11 nominations,Matthew Vaughn,"$137,515,140",PG-13,605,236,265K
Primal Fear (1996),7.7,Nominated for 1 Oscar,10 wins & 12 nominations total,Gregory Hoblit,"$102,616,183",R,361,83,203K
Upgrade (2018),7.5,Awards,3 wins & 25 nominations,Leigh Whannell,"$16,706,680",R,1.2K,261,174K
Ghost (1990),7.1,Won 2 Oscars,18 wins & 23 nominations total,Jerry Zucker,"$505,703,557",PG-13,345,104,208K
Gantz: O (2016),7.1,Won 2 Oscars,18 wins & 23 nominations total,Jerry Zucker,"$2,359,127",PG-13,345,104,208K
Billy Elliot (2000),7.7,Nominated for 3 Oscars,57 wins & 73 nominations total,Stephen Daldry,"$109,283,018",R,478,84,131K
Nightcrawler (2014),7.8,Nominated for 1 Oscar,42 wins & 124 nominations total,Dan Gilroy,"$47,398,992",R,899,574,503K
"Girl, Interrupted (1999)",7.3,Won 1 Oscar,9 wins & 11 nominations total,James Mangold,"$48,350,205",R,440,60,175K
Blow (2001),7.6,Awards,3 wins & 9 nominations,Ted Demme,"$83,282,296",R,471,144,250K
Gangs of New York (2002),7.5,Nominated for 10 Oscars,50 wins & 135 nominations total,Martin Scorsese,"$193,772,504",R,1.2K,224,424K
Enough Said (2013),7.0,Awards,8 wins & 38 nominations,Nicole Holofcener,"$25,288,872",PG-13,174,247,61K
In the Heart of the Sea (2015),6.9,Awards,1 win & 5 nominations,Ron Howard,"$93,920,758",PG-13,306,327,132K
Moneyball (2011),7.6,Nominated for 6 Oscars,29 wins & 82 nominations total,Bennett Miller,"$110,206,216",PG-13,472,438,397K
The Hitman's Bodyguard (2017),6.9,Awards,1 win & 8 nominations,Patrick Hughes,"$176,600,207",R,603,303,216K
Tarde para la ira (2016),6.7,Awards,31 wins & 29 nominations,Raúl Arévalo,"$2,341,847",TV-MA,27,47,12K
I Don't Feel at Home in This World Anymore (2017),6.9,Awards,3 wins & 3 nominations,Macon Blair,I Don't Feel at Home in This World Anymore.,TV-MA,193,107,54K
Wo hu cang long (2000),7.8,Won 4 Oscars,102 wins & 134 nominations total,Ang Lee,"$213,525,736",PG-13,1.7K,290,262K
Captain America: Civil War (2016),7.8,Awards,16 wins & 72 nominations,Anthony Russo,"$1,153,337,496",PG-13,1.5K,672,720K
The Trial of the Chicago 7 (2020),7.8,Nominated for 6 Oscars,56 wins & 188 nominations total,Aaron Sorkin,"$35,000,000 (estimated)",R,659,297,162K
A Cure for Wellness (2016),6.4,Awards,4 wins & 5 nominations,Gore Verbinski,"Feb 19, 2017",R,512,343,93K
The Woman in the Window (1944),7.7,Nominated for 1 Oscar,1 nomination total,Fritz Lang,Once Off Guard,Passed,117,83,15K
Living in Oblivion (1995),7.5,Awards,7 wins & 8 nominations,Tom DiCillo,"$1,111,790",R,86,46,18K
The Dig (2021),7.1,Awards,2 wins & 10 nominations total,Simon Stone,$693,PG-13,515,323,66K
The Two Popes (2019),7.6,Nominated for 3 Oscars,11 wins & 58 nominations total,Fernando Meirelles,"$243,711",PG-13,542,188,117K
Awakenings (1990),7.8,Nominated for 3 Oscars,6 wins & 11 nominations total,Penny Marshall,"$52,096,475",PG-13,246,51,134K
His House (2020),6.5,Nominated for 3 Oscars,6 wins & 11 nominations total,Penny Marshall,"$52,096,475",PG-13,246,51,134K
Christine (1983),6.7,Awards,2 nominations,John Carpenter,"$21,017,849",R,315,183,78K
The Boy Who Harnessed the Wind (2019),7.6,Awards,4 wins & 6 nominations,Chiwetel Ejiofor,Rüzgârı Dizginleyen Çocuk,TV-PG,201,53,34K
Wind River (2017),7.7,Awards,15 wins & 26 nominations,Taylor Sheridan,"$43,980,821",R,729,388,229K
Kick-Ass (2010),7.6,Awards,19 wins & 62 nominations,Matthew Vaughn,"$96,188,903",R,879,475,543K
Blade Runner 2049 (2017),8.0,Won 2 Oscars,99 wins & 158 nominations total,Denis Villeneuve,"$259,334,548",R,2.3K,648,517K
Death and the Maiden (1994),7.3,Awards,5 nominations,Roman Polanski,"$3,103,716",R,90,64,24K
Rashômon (1950),8.2,Won 1 Oscar,9 wins & 5 nominations total,Akira Kurosawa,"$46,808",Not Rated,374,131,162K
As Good as It Gets (1997),7.7,Won 2 Oscars,38 wins & 54 nominations total,James L. Brooks,"$314,178,011",PG-13,584,138,289K
Loving Vincent (2017),7.8,Nominated for 1 Oscar,23 wins & 53 nominations total,Dorota Kobiela,"$42,187,665",PG-13,223,197,55K
Kaze no tani no Naushika (1984),8.1,Awards,4 wins & 2 nominations,Hayao Miyazaki,1.75 : 1,PG-13,223,197,55K
Zerkalo (1975),8.1,Awards,1 win & 2 nominations,Andrei Tarkovsky,"$119,266",Not Rated,155,87,44K
Avengers: Endgame (2019),8.4,Nominated for 1 Oscar,70 wins & 123 nominations total,Anthony Russo,"Apr 28, 2019",PG-13,9.3K,583,967K
Gi-eok-ui bam (2017),7.5,Nominated for 1 Oscar,70 wins & 123 nominations total,Anthony Russo,"$9,968,972",PG-13,9.3K,583,967K
Bullets Over Broadway (1994),7.4,Won 1 Oscar,22 wins & 30 nominations total,Woody Allen,"$13,383,747",R,97,68,38K
Manbiki kazoku (2018),7.9,Nominated for 1 Oscar,51 wins & 100 nominations total,Hirokazu Koreeda,"$67,999,335",R,223,281,71K
Spotlight (2015),8.1,Won 2 Oscars,124 wins & 143 nominations total,Tom McCarthy,"$98,690,254",R,673,511,447K
Germania anno zero (1948),7.9,Awards,4 wins & 2 nominations,Roberto Rossellini,Germany Year Zero,Not Rated,62,64,12K
Det sjunde inseglet (1957),8.2,Awards,10 wins & 2 nominations,Ingmar Bergman,"$230,571",Not Rated,383,137,177K
Neco z Alenky (1988),7.5,Awards,1 win & 1 nomination,Jan Svankmajer,Alice,Not Rated,100,67,12K
La terra trema (1948),7.9,Awards,1 win & 2 nominations,Luchino Visconti,La Terra Trema,Not Rated,22,38,4.9K
The Quiet Man (1952),7.8,Won 2 Oscars,11 wins & 8 nominations total,John Ford,"$1,750,000 (estimated)",Passed,283,109,37K
Oxygène (2021),6.5,Won 2 Oscars,11 wins & 8 nominations total,John Ford,Oxygen,Passed,283,109,37K
Searching (2018),7.6,Awards,6 wins & 10 nominations,Aneesh Chaganty,"$75,462,037",PG-13,1.2K,256,154K
Ba wang bie ji (1993),8.1,Nominated for 2 Oscars,25 wins & 12 nominations total,Kaige Chen,"$6,122,607",R,126,45,27K
The Crow (1994),7.6,Awards,5 wins & 7 nominations,Alex Proyas,"$50,693,129",R,651,158,176K
Krótki film o zabijaniu (1988),8.0,Awards,7 wins & 3 nominations,Krzysztof Kieslowski,A Short Film About Killing,Not Rated,54,51,19K
Qiu Ju da guan si (1992),7.6,Awards,20 wins & 10 nominations,Yimou Zhang,"$1,890,247",PG,34,23,5.9K
La dolce vita (1960),8.0,Won 1 Oscar,11 wins & 12 nominations total,Federico Fellini,"$198,220",Not Rated,215,166,70K
Us (2019),6.8,Awards,83 wins & 127 nominations,Jordan Peele,"$255,185,482",R,3.4K,557,263K
Ivan Groznyy (1944),7.8,Awards,2 wins & 1 nomination,Sergei M. Eisenstein,"$23,230",Not Rated,62,44,9.7K
You Only Live Once (1937),7.3,Awards,2 wins & 1 nomination,Sergei M. Eisenstein,"$575,000 (estimated)",Not Rated,62,44,9.7K
Foreign Correspondent (1940),7.5,Nominated for 6 Oscars,1 win & 6 nominations total,Alfred Hitchcock,$623,Passed,163,74,20K
El infierno (2010),7.7,Awards,27 wins & 6 nominations,Luis Estrada,"$6,703,873",NC-17,26,18,9.4K
The African Queen (1951),7.8,Won 1 Oscar,5 wins & 8 nominations total,John Huston,"$51,357",PG,275,91,77K
Tôkyô monogatari (1953),8.2,Awards,3 wins,Yasujirô Ozu,"$40,468",Not Rated,192,125,58K
Ashani Sanket (1973),8.1,Awards,4 wins & 2 nominations,Satyajit Ray,Not Rated,Not Rated,10,11,1.5K
Sai yau gei: Sin leui kei yun (1995),8.0,Awards,4 wins & 3 nominations,Jeffrey Lau,"$25,967,935",Not Rated,10,11,1.5K
The Village (2004),6.5,Nominated for 1 Oscar,4 wins & 24 nominations total,M. Night Shyamalan,"$256,697,520",PG-13,2.1K,292,253K
Salvador (1986),7.4,Nominated for 2 Oscars,4 wins & 9 nominations total,Oliver Stone,"$1,500,000",R,108,62,21K
Doctor Sleep (2019),7.3,Awards,9 wins & 37 nominations,Mike Flanagan,"$72,381,712",R,1.6K,377,172K
The Phantom of the Opera (1925),7.6,Awards,2 wins & 1 nomination,Rupert Julian,"$4,360,000",Passed,157,100,18K
Lo chiamavano Trinità... (1970),7.5,Awards,2 wins & 1 nomination,Rupert Julian,My Name Is Trinity,Passed,157,100,18K
Dangerous Liaisons (1988),7.6,Won 3 Oscars,21 wins & 21 nominations total,Stephen Frears,"$34,670,720",R,168,57,68K
The Man from Earth (2007),7.9,Awards,5 wins & 2 nominations,Richard Schenkman,"$200,000 (estimated)",Not Rated,943,83,182K
